Date,SOUTH AFRICA SMALL CAP
1994-05,140.24242814181144
1994-06,141.6894056846953
1994-07,148.1619473094792
1994-08,160.70186683863705
1994-09,166.9469409622432
1994-10,179.67020501800656
1994-11,177.96757843868573
1994-12,183.2087887461891
1995-01,170.87078255285064
1995-02,173.2246160562445
1995-03,193.34216757147908
1995-04,198.9506146265631
1995-05,199.68415015208973
1995-06,198.33565614203152
1995-07,198.12912607330466
1995-08,202.7172940818201
1995-09,209.96227053628542
1995-10,217.1606473679993
1995-11,229.17793569676545
1995-12,240.53710344245357
1996-01,268.82596849959964
1996-02,250.690733513534
1996-03,235.92600749586654
1996-04,219.33975534155903
1996-05,206.575157633002
1996-06,216.5548769767665
1996-07,205.51487146079194
1996-08,202.21642125609947
1996-09,208.11456929836223
1996-10,207.31366649478323
1996-11,208.6202413453569
1996-12,204.17037780910434
1997-01,211.85335745355817
1997-02,224.05639942351644
1997-03,231.10377341689852
1997-04,230.80462489133228
1997-05,235.81955450969116
1997-06,239.12296796383907
1997-07,249.96937485489659
1997-08,242.37015713594437
1997-09,238.6672315820609
1997-10,217.5451069792202
1997-11,209.90842910018333
1997-12,208.27944227221778
1998-01,211.58109590011318
1998-02,238.18161110667043
1998-03,251.47491324376043
1998-04,279.64336575218397
1998-05,272.20453912901525
1998-06,218.5431359904079
1998-07,208.04981146353217
1998-08,140.50086659838416
1998-09,149.14786573906895
1998-10,173.67746508704982
1998-11,167.30361913103897
1998-12,159.4438335456339
1999-01,161.62741494315313
1999-02,165.47204085456366
1999-03,181.14121749803166
1999-04,192.3823337163092
1999-05,174.31824791722846
1999-06,187.18528206207114
1999-07,177.7619427496212
1999-08,176.4662451773289
1999-09,170.63273084239555
1999-10,172.92489050541724
1999-11,181.30538135665998
1999-12,203.39702551705633
2000-01,211.41680276063377
2000-02,197.31099525817046
2000-03,178.86632559543384
2000-04,158.92383063871773
2000-05,147.81718799878354
2000-06,161.77783985742377
2000-07,154.4945739578929
2000-08,160.41036822664654
2000-09,150.4961993068109
2000-10,133.42237386211013
2000-11,126.29903887029289
2000-12,135.67238530420119
2001-01,143.38615926723682
2001-02,141.17045264934714
2001-03,129.24936465047807
2001-04,137.22152116414685
2001-05,141.42512092248242
2001-06,147.84037159067913
2001-07,141.12943120500566
2001-08,144.79439122500384
2001-09,129.07241172733816
2001-10,124.49933924848715
2001-11,122.34136826853752
2001-12,105.51056116661003
2002-01,107.83321103055441
2002-02,105.88566693119192
2002-03,108.76546168602286
2002-04,123.89493151581163
2002-05,144.6180058297568
2002-06,134.6715055873182
2002-07,128.91213770810208
2002-08,126.48800954887939
2002-09,126.29429819123534
2002-10,140.78410696525586
2002-11,160.97991350088228
2002-12,175.53595442433982
2003-01,172.42201825909126
2003-02,173.8583935542412
2003-03,164.9123864577589
2003-04,177.6291918105657
2003-05,180.43569758957065
2003-06,198.23073382796383
2003-07,215.76768491942875
2003-08,227.60150071610246
2003-09,236.13709557665405
2003-10,254.12880525338147
2003-11,288.3111243999016
2003-12,293.6113063964787
2004-01,283.37081539968403
2004-02,299.77556860477654
2004-03,318.8874786312996
2004-04,286.9172097409744
2004-05,300.0898941923442
2004-06,317.45767691963005
2004-07,318.25125109153123
2004-08,313.77301400417855
2004-09,346.94199309356145
2004-10,394.09626849395426
2004-11,464.1684252768537
2004-12,497.20260706519105
2005-01,474.65229630336376
2005-02,503.5799920831963
2005-03,454.9532451399564
2005-04,458.7966994202475
2005-05,436.7893038929179
2005-06,454.24375096075323
2005-07,502.0740009534289
2005-08,527.0160707354032
2005-09,562.4093097069924
2005-10,524.8567519828291
2005-11,565.4113619369474
2005-12,623.3099547798571
2006-01,717.1537016009531
2006-02,729.075623946943
2006-03,770.5406590656255
2006-04,803.0078668992093
2006-05,681.6928359763295
2006-06,598.8914894673712
2006-07,631.7088076406219
2006-08,641.5762236006999
2006-09,607.7066819000737
2006-10,685.091860975956
2006-11,748.3392570935023
2006-12,803.2824908221799
2007-01,827.9517594403823
2007-02,848.6802514832171
2007-03,893.9153687885389
2007-04,996.9343999501039
2007-05,1000.0
2007-06,979.9818321906941
2007-07,957.5712678370238
2007-08,943.4828924503103
2007-09,1018.184871210453
2007-10,1138.4186522699067
2007-11,1040.9966549806297
2007-12,1031.8073746380833
2008-01,814.0039905153944
2008-02,863.8067337513727
2008-03,791.3859037223598
2008-04,844.6759196561751
2008-05,818.3233665539558
2008-06,735.8318974562347
2008-07,785.8825872654915
2008-08,790.7496703384923
2008-09,681.4730361538393
2008-10,506.39959792603474
2008-11,484.1093143020903
2008-12,568.8161128568831
2009-01,506.79356553232583
2009-02,479.8028923376783
2009-03,516.7134829823739
2009-04,610.9722947652737
2009-05,665.6822861696336
2009-06,707.2910152968459
2009-07,760.401128853506
2009-08,798.0983801929266
2009-09,838.9009252440735
2009-10,842.8382347377399
2009-11,861.3826951289833
2009-12,905.7718004753652
2010-01,872.0708619832131
2010-02,873.4517210096443
2010-03,965.7646841500346
2010-04,989.777090548471
2010-05,916.1268425464839
2010-06,911.1817140129738
2010-07,1014.1644913473699
2010-08,990.6998579198622
2010-09,1118.5197536861408
2010-10,1166.205205036411
2010-11,1170.6615690934996
2010-12,1300.5272157438972
2011-01,1155.709922463878
2011-02,1195.4084197933785
2011-03,1222.8045757074851
2011-04,1297.1869944885718
2011-05,1240.7374078741072
2011-06,1254.3358499893945
2011-07,1283.2275890124051
2011-08,1210.5150579450678
2011-09,1028.572244979316
2011-10,1087.2848519017202
2011-11,1075.9254755579436
2011-12,1104.2703437887433
2012-01,1186.0935333334623
2012-02,1278.5603613191722
2012-03,1270.4016425503276
2012-04,1290.996744734094
2012-05,1144.844000777836
2012-06,1232.9528491657188
2012-07,1263.9359410501486
2012-08,1266.3321451164304
2012-09,1309.4277505111666
2012-10,1250.3136164872258
2012-11,1250.8285469579137
2012-12,1355.2249526638732
2013-01,1297.8752634730854
2013-02,1309.3963697641136
2013-03,1321.7640905011933
2013-04,1347.8251260163702
2013-05,1208.822448320605
2013-06,1238.2621583757832
2013-07,1262.595084823416
2013-08,1222.9476920413997
2013-09,1311.054882192561
2013-10,1393.0775563959
2013-11,1343.9949521861784
2013-12,1305.593739889914
2014-01,1183.9213362356259
2014-02,1261.1036868420263
2014-03,1329.4098909368663
2014-04,1375.044468530953
2014-05,1389.3937806019903
2014-06,1413.6738205091397
2014-07,1427.0787554398967
2014-08,1469.6435486834005
2014-09,1370.011246155266
2014-10,1431.4817530177666
2014-11,1457.138115221648
2014-12,1409.7338989977034
2015-01,1483.706470866591
2015-02,1509.5849020022952
2015-03,1406.0868264228077
2015-04,1466.4655322932035
2015-05,1407.644344318772
2015-06,1368.8767881934557
2015-07,1314.2532772031407
2015-08,1235.6278260889248
2015-09,1137.2730758686819
2015-10,1205.9690282938043
2015-11,1086.4907919986433
2015-12,993.6912659639955
2016-01,952.8371248882952
2016-02,1049.348271022352
2016-03,1234.2483082578449
2016-04,1351.109238038317
2016-05,1145.06551903485
2016-06,1264.4964060952286
2016-07,1413.0699178737837
2016-08,1317.5600751169184
2016-09,1438.7826477593917
2016-10,1446.7989181248117
2016-11,1387.0531187831584
2016-12,1456.167859036481
2017-01,1515.895848608023
2017-02,1582.7947183694837
2017-03,1537.224142058418
2017-04,1519.84581
2017-05,1492.112856
2017-06,1461.732982
2017-07,1477.442222
2017-08,1542.850258
2017-09,1460.234058
2017-10,1448.027511
2017-11,1496.799771
2017-12,1702.098791
2018-01,1789.689389
2018-02,1826.438471
2018-03,1737.4234304665981
2018-04,1681.464032252252
2018-05,1543.191860462301
2018-06,1387.7525771134592
2018-07,1471.9457997870516
2018-08,1321.9264839746795
2018-09,1355.4266056895394
2018-10,1269.8234951662687
2018-11,1330.034163429458
2018-12,1289.4009573074989
2019-01,1413.056900898739
2019-02,1375.8735793878523
2019-03,1307.1122977438447
2019-04,1342.1249302755018
2019-05,1262.9289788154229
2019-06,1328.7953706610524
2019-07,1326.7838315396368
2019-08,1261.4507081703607
2019-09,1272.3303954163375
2019-10,1380.0169676939115
2019-11,1425.1349614029664
2019-12,1516.3619781912303
2020-01,1341.4003815357569
2020-02,1132.2325979899758
2020-03,730.748686296597
2020-04,794.3535435657393
2020-05,803.2662369569265
2020-06,896.9878812954768
2020-07,964.4159084700071
2020-08,953.9901513754187
2020-09,990.1061509021248
2020-10,995.6311489158182
2020-11,1170.1869666728085
2020-12,1307.6513942608378
2021-01,1345.8767619585703
2021-02,1400.587827134222
2021-03,1513.5371389816203
2021-04,1600.8685997390348
2021-05,1773.032351963421
2021-06,1710.7744637498204
2021-07,1677.7293410494542
2021-08,1800.449310260275
2021-09,1739.826816411666
2021-10,1744.7583000706063
2021-11,1658.0082097674544
2021-12,1753.5124954730359
2022-01,1794.1763869660524
2022-02,1781.8870776762767
2022-03,1991.406278118038
2022-04,1834.2245087337787
2022-05,1818.7444762208854
2022-06,1613.3430562739431
2022-07,1679.8302243671008
2022-08,1642.7871923968291
2022-09,1519.3533667419638
2022-10,1575.7566703860466
2022-11,1722.8646969528827
2022-12,1686.7908168795107
2023-01,1689.8167112258363
2023-02,1595.204439651561
2023-03,1546.374730749692
2023-04,1523.6521302211304
2023-05,1263.4884748761517
2023-06,1404.1515438140816
2023-07,1530.227224174558
